store_id,timezone_str
f6e4d870-a273-49cf-be4d-1bf529e26ff3,America/Boise
7fa112c6-fd3a-4ff6-aadb-4b55f2e74048,America/Boise
273c2570-da54-4526-ab33-175e4d7a1609,America/Boise
bad3c0e6-ad67-40b4-aca8-ce1046b25d68,America/Boise
0df89218-fde7-4fc6-83da-1c2fc7b480a0,America/Boise
1e9bbb65-4c00-4f13-80d4-4f93b7ade7fd,America/Boise
835d6a6d-5de1-4cd2-945f-4a5d62c7bb20,America/Boise
652917e6-645f-4af4-b52e-13ce1bccdbc9,America/Denver
19d54cc6-cad3-4afe-8078-99bbdef99d26,America/Denver
d426c21e-2b3c-4523-9bea-c47dceb93932,America/Denver
92bf8627-199f-4a22-8f9a-88d64fb9be4b,America/Denver
53c97a31-dd61-4db3-a847-006e66da7881,America/Denver
434429c4-97e6-43a5-804f-c7821beb6e83,America/Denver
442ec7cc-3be2-40d7-b29e-80ce804771f4,America/Denver
07398401-da5a-4a44-bf09-16d0d43b3883,America/Denver
cbd51f2a-e843-4aad-81e1-3f6480c701f1,America/Denver
5092a34d-282c-48e6-9391-9ec0a13fd4c4,America/Denver
6b4f656b-3c1d-43d5-a3da-dd6e80eb6733,America/Denver
a869381b-f99f-4134-a95d-aeb252a707a9,America/Denver
9543c361-0f93-4913-b20e-dce69937b475,America/Denver
867fd2b2-ea99-4978-875b-8e47439981fc,America/Denver
f4e032e1-f494-4ebd-ba69-3c118a587efe,America/Denver
dba248bf-5da2-4a15-b210-68dd0fea085e,America/Denver
9bdcceec-9de9-4885-a407-3d4a3ac76a9d,America/Denver
a9fd3d14-49f9-4829-aa35-f43058273e2a,America/Denver
01dd1a67-9582-4c07-9c47-22990be20152,America/Denver
f91272e9-f302-484e-a347-01726fe8ed98,America/Denver
54a4d6db-6e8c-4f8b-b37d-bcdc7cfbf850,America/Denver
a94e93ac-a4eb-4efb-a79e-0176af88cc1a,America/Denver
0546fd35-fb37-4527-97da-072a5c414bfa,America/Denver
d25ebc4b-8024-4292-bd18-ed05d66cbfb9,America/Denver
6f450746-b8e9-4771-8687-e38333990030,America/Denver
b0638033-12bd-4a5d-9d2c-fa1fa78b6490,America/Denver
5b80881a-d126-4923-976e-a1ba64ac99ae,America/Denver
601e5f42-f913-4a97-a561-c6ea8437c903,America/Denver
805418a4-3f52-4cbc-89be-571708e06a03,America/Denver
3a02139a-8a00-4aba-9320-bea6ca5b9f86,America/Denver
c3a922ce-4d09-4504-a427-13c721a64e17,America/Denver
834a2b88-eea2-460d-9cd0-5e177c967f2e,America/Denver
c9e98ad7-0d7c-411f-ab47-a7198c06566c,America/Denver
61e0646a-3c5a-4724-b223-b0ab7ff6fba1,America/Denver
79eb22f0-cad2-4f5a-905d-6343d6ff430f,America/Denver
6b557106-3542-422f-b175-4134b532d83c,America/Denver
a7acb6ac-60e9-400b-8223-c8f9d5fe34c5,America/Denver
e4387415-9b0c-4cee-8a6a-0ce1a18c905d,America/Denver
0fa45136-e56d-4896-94ef-fc09a7060d0b,America/Denver
a4db7589-6b17-4c9b-80c5-fa27de6e37a1,America/Denver
3ec674db-53b8-4eb0-92e8-6298000ad36f,America/Denver
9e0dac02-e2cf-48bd-9b4e-3b0ed1901b54,America/Denver
ca539367-e7e0-4eb3-a265-6d4f1df4540b,America/Denver
8516cfd9-ee30-472c-9781-abde423f82cc,America/Denver
0e37292a-b330-471c-b767-23a797910113,America/Denver
1ab13657-6cce-475f-be32-0b358db955c1,America/Denver
258f7955-cab5-4a3b-9a9a-2b8c31e930e6,America/Denver
de867d2f-2e16-46fd-a669-c21d23b34304,America/Denver
6a7a87aa-ddb0-4b23-ad99-d07cb7009b30,America/Denver
3f86b349-0f61-4939-9abc-a3eddefd5ba9,America/Denver
e9d22f1f-8e63-4a1e-89c3-b3fa750d0db4,America/Denver
e99b0f6a-5786-46d6-8f27-d74238f55f1a,America/Denver
6668486d-dae3-4fa1-91ab-4cebab5cd3d9,America/Denver
ed498869-f310-4ee0-841b-2f686f9e3cc2,America/Denver
37dda59b-798d-438d-ad4d-8c342b768b55,America/Denver
fdbe1c88-86bd-4b91-b3d2-7b2d61cb4aa4,America/Denver
0cb45c6f-6516-4e1a-8e28-9a3afef3f7c5,America/Denver
362d488c-3b75-40f5-8c19-1d155e645867,America/Denver
28558ff2-8599-41f9-a622-0b86487fceef,America/Denver
d7597b54-4eae-4ffb-9e96-c41d18089a9a,America/Denver
ac08d911-6f3f-4e7b-8fbc-0be3e931f4df,America/Denver
3f2376e6-5111-4d12-9865-54af77e19d26,America/Denver
bfd250f9-670b-44f1-a835-9f83235b4e9e,America/Denver
f9014e07-d4c9-4ae5-b4e8-39a62c7a7798,America/Denver
04158b11-91a0-4c55-b647-aab2c199706e,America/Denver
04dc9f06-c976-4658-8a60-8e3a3fdd2b6e,America/Denver
980516d0-4831-4017-8e64-954da65af488,America/Denver
85169f00-f6f3-4a39-b7b6-0de7ca5bab19,America/Denver
76e53656-dbbd-4a86-942d-c936dc4a787f,America/Denver
b9423ee8-2b3a-4425-9f7a-21632c89f1fa,America/Denver
0f8e5020-8a7d-49dc-9819-69042c7e2639,America/Denver
b553f261-9d5b-4053-8c04-86c1aa0c4749,America/Denver
d1ad94d4-c1c4-48f1-8d9c-5574f5b19d7d,America/Denver
a301c867-9cfe-41d5-81f5-a3fab06d71ef,America/Denver
f1e6663c-87cc-4d81-8092-360f93b45b91,America/Denver
f68cac2a-530d-4c27-a294-d2e7161cc471,America/Denver
0bc0fc3c-1973-4456-bf54-e14e4ae12170,America/Denver
f3cfc707-4408-49cc-b52f-87dec2eb3178,America/Denver
7ab09e07-efd0-4271-9847-48304acb292b,America/Denver
0059ffee-d90a-4355-afd3-b14e7030d2a5,America/Denver
11a4d94e-87d9-45fa-9752-fd6ca4b458c9,America/Denver
852f90e8-5ca1-4c56-985e-f589405b071b,America/Denver
810faffb-414d-42e8-bd44-f3555925170e,America/Denver
c6e2fed8-d277-45a8-b954-6a8b453c99a9,America/Denver
7197a4c2-1928-4f52-ae85-9a3396aea104,America/Denver
b194c9a4-6b94-41bc-96b4-41a12c78ca2d,America/Denver
dad75496-6825-4185-89cc-454c70dbafee,America/Denver
cd948be1-ce0b-4473-bcdc-f5354ca02e1a,America/Denver
94de1229-249b-4e7b-9d50-ccaed3fa0505,America/Denver
63f63775-416c-4286-838f-de443da60e6b,America/Denver
42918db1-ae8c-487a-99fd-bf722fff0b81,America/Denver
6f908bd4-52bb-4b05-af67-204ff8ed3779,America/Denver
7fce1b39-f97f-4c70-b7d9-298da5768273,America/Denver
0c898f3b-8275-417b-8a30-e128ec257093,America/Denver
ea6ff992-4058-49e5-8260-394644ccf1a6,America/Denver
dbc2eca2-453e-4c93-9784-e40c3bfd32a2,America/Denver
ee5a7cd0-fde9-488a-9bf1-b0ef00f044f1,America/Denver
67b49b6e-85f4-4cbb-8494-394a23a5d0ae,America/Denver
976e28ea-d24a-4027-a3d5-3234f2a4919f,America/Denver
fa47810d-b772-4496-ab36-e9c6719822c5,America/Denver
0ce82081-3638-4a9c-b568-5c59687a4f51,America/Denver
86505fa3-c798-48b6-ac22-e7b2c4a4080c,America/Denver
a9ab292b-2a3b-4ff1-84c2-f7de5a5fae2e,America/Denver
631f7af7-cb50-4201-ba69-bdca2dd346a7,America/Denver
89009ac1-ad8f-4d67-b0e6-535829f5372e,America/Denver
0f2778f5-9b40-4c19-bd93-4dba7761386c,America/Denver
1f7138f3-da2e-4935-9762-f3e063f793f8,America/Denver
a2e71b56-7126-4aa6-a97b-666390a1f464,America/Denver
21a6a46d-887e-4376-b39b-ca2e57fc0d4a,America/Denver
50c4de08-33c4-4a73-92d1-c8f31c1bd0e8,America/Denver
32f1daa8-675f-4730-a0d3-a70923d800ea,America/Denver
5ba0d219-0fa9-4ab4-b724-a2fdc9d8b5cf,America/Denver
02e00fcb-db53-4633-aed6-5e964085d9e3,America/Denver
47d552c6-7d55-4c56-9929-06b6311cfade,America/Denver
ce9fdac5-0559-429b-aedc-6164e68ca6e3,America/Chicago
923e818a-0961-4476-a563-247cdf293f2c,America/Chicago
133ac8d8-8516-4407-9fe3-1385959c0d0b,America/Chicago
2271d2b0-c008-43cc-8afe-16890092ee30,America/Chicago
cfdbbc0e-8500-4f87-82e0-45b86ade3b69,America/Chicago
d8735d67-a656-4c12-86bc-760ab9a17bdf,America/Chicago
dd4ac022-ce65-4542-a927-d109403b39d0,America/Chicago
7125def2-bb00-4892-bf74-69b476a9e101,America/Chicago
36a3602e-77ac-4036-988e-5bb3b919ebbe,America/Chicago
21db19ac-8cdc-4504-845c-65e4e0a23615,America/Chicago
9616b8b4-d95c-4bdd-b4f8-89c291c07eb7,America/Chicago
d488779c-a0a9-4bc3-8155-00024c3e5035,America/Chicago
90c7e5ca-6a89-402a-8964-3f4bc36b7a71,America/Chicago
2d246d81-e6fe-4072-8a11-9a0652d70ef2,America/Chicago
21d3d33c-0e73-44aa-9ffe-575dfc3ee15e,America/Chicago
4bf8de12-1ea4-4a03-b2f6-20a38424fee0,America/Chicago
73640a76-1119-4fb1-bff9-aa46b7d68789,America/Chicago
faab0eb8-287a-4fb1-abe6-9e6527bc646e,America/Chicago
49608766-74ef-4b6b-971f-4ac233ed5f1c,America/Chicago
22530307-f8ae-485e-ba4f-cd2db0267cc1,America/Chicago
ea190b07-1172-45ac-a84e-620221859bbc,America/Chicago
be9493ba-0406-4779-a056-b4c43e736069,America/Chicago
f380b090-0724-43e4-ac52-58abd6bee401,America/Chicago
752ffc37-d925-4b2a-ab40-1685ed330d99,America/Chicago
65b0e5ca-9c10-4237-8e56-84fd0f2c8e3f,America/Chicago
216eabc8-9c35-400e-9ab4-522bf1533041,America/Chicago
37faa08e-5901-45fe-bbf5-6c2f8a54c505,America/Chicago
221b0203-d331-409b-9e1b-93f14885ded0,America/Chicago
79004d94-95e1-4575-8b73-092a364ecf21,America/Chicago
e4f519af-1905-4961-a910-caa28145dd60,America/Chicago
81fe8f25-2e90-4a1c-9c14-bb40328a7b39,America/Chicago
3d783c8c-831e-4118-84f3-f7900a637ddb,America/Chicago
b3f28fa0-3015-402b-8b5e-5259a8413ea3,America/Chicago
c2f235ac-f465-44f5-8f55-6dc3ffe2a4dc,America/Chicago
163431ef-05e2-490f-b32c-fab9f9b9bcf9,America/Chicago
3840f375-13bf-4a31-b9fe-da7d5476d2fb,America/Chicago
322bcf19-c2c0-4767-ac26-cafda92957e0,America/Chicago
1e2c206b-a10a-43c2-a14b-9057a937cad6,America/Chicago
562ebfee-135d-495d-b630-957c97bae730,America/Chicago
02dcc084-0b71-4a95-8781-f2e195aeace6,America/Chicago
d7300d49-d0bb-46d3-8ca7-86f4f90bd6da,America/Chicago
012c2916-6822-4202-9cc0-a9a20abe3ec4,America/Chicago
51ef1145-c4b2-4175-a0c6-ef3619072d86,America/Chicago
7041b005-08cc-4aa1-b668-e7023db27c0d,America/Chicago
db452f62-d903-4542-a163-4d8ee7eaef08,America/Chicago
d7773731-54d9-434a-a187-fd06d62ef270,America/Chicago
53ba8fc3-8910-402e-aec8-13f3e8f2fb63,America/Chicago
cd57be93-08e2-499d-9234-af680801b4e7,America/Chicago
022ba325-8587-4897-98ff-7ec3ab2882c1,America/Chicago
3e2c5d5f-9529-4252-866d-f0fd81e5ffc5,America/Chicago
9abe1dd7-a0b5-43e8-a469-012d3fcf14b4,America/Chicago
85e63132-bbfe-4090-9a5c-4e6d920517cc,America/Chicago
f4d41b91-c1f0-4a4e-b8aa-b92f0a51e7f0,America/Chicago
932721bd-7c93-4b83-a9ce-022d2bdecafb,America/Chicago
fe7eebc7-4b4d-4a0f-8dbd-633c8f87d703,America/Chicago
afa83e71-2abb-4249-97a3-db0eeb4c6938,America/Chicago
01c792cd-2acb-4dd2-89b3-9f58ee057494,America/Chicago
ab39cf54-be48-4f2b-8446-c3d9dcee7927,America/Chicago
e69c44fb-54f0-4813-aed2-db564dff42ed,America/Chicago
4be78071-a877-4933-a748-580eb29a11bc,America/Chicago
74bec779-d2a8-49d2-bac3-15c16d619ad6,America/Chicago
91a7d88b-b206-4556-b01e-5abbdff4c68b,America/Chicago
506ecefa-d562-4ca3-9038-95363443ce7f,America/Chicago
031901e1-53bc-4bf0-a3b3-527b2f192f9f,America/Chicago
b594e97d-4fab-4202-94f8-cb54dcd6b5e3,America/Chicago
a5b29f8b-1f73-444e-9be6-7896111081e2,America/Chicago
e93f9c64-556e-41a1-a062-9702689c16e6,America/Chicago
f3eab10f-d668-4d91-949f-940bb6be4bb7,America/Chicago
be5fdf3f-d3fa-4c0b-af4c-b2951a91fb45,America/Chicago
291cc3dc-6949-4b37-8b7c-06163fad8917,America/Chicago
9b299aaa-13d1-4be3-8454-6d49301460cf,America/Chicago
d7e333bd-a69a-4ae1-82a0-6c92570ef6e9,America/Chicago
ea5abb28-d211-4388-b120-9dc7a977b240,America/Chicago
5dc35819-148f-403d-b856-f753dd38ea80,America/Chicago
54f92288-a3a6-488a-9a07-b4f30fa85c8a,America/Chicago
b1cecc14-19ed-4b1f-bbab-5a863443bf6e,America/Chicago
cf2ee804-8151-4a1a-966f-642890fb5b7a,America/Chicago
cdc83b31-a7b9-410b-8bca-5272806a85ac,America/Chicago
1646a446-bddb-4539-83cf-2dbb2e3bdee4,America/Chicago
d74868cf-0694-4ce4-9dde-c06d1b802594,America/Chicago
34bcaaab-8bf2-4a14-9838-6d788ca02f92,America/Chicago
86c2f442-c401-44a9-917f-445396421211,America/Chicago
e34133e5-ac4f-4a3c-9a88-7bf8aeb41fc4,America/Chicago
0b86a98a-48b1-4253-aba3-59ee8231a22e,America/Chicago
4c464ee7-b44f-4296-8398-795ccbd0dd80,America/Chicago
9cbc2d93-ae5a-473e-b529-2d27e73d7e24,America/Chicago
e39f1a35-5282-4765-a879-9fe89a0e0404,America/Chicago
3a180cde-b4e8-4025-b235-5e5803f529d3,America/Chicago
c59bc57f-8558-488e-a4db-8bcbe2bad315,America/Chicago
44f2ee7c-de36-48aa-88fd-32112e0c5aa7,America/Chicago
16ebc2c6-c798-427a-8a25-73446c9efffe,America/Chicago
3666af11-a993-4637-bc9f-60305190eb2e,America/Chicago
5613e853-a606-4838-a919-4a8879a1759e,America/Chicago
